ID,geneName,ORF,fullName,uniprot,GO,EC,KO,organism
3123,XC_3205,XC_3205,TonB-dependent receptor,A0A0H2XA72,GO:0009279; GO:0004872; GO:0006810,,,Xanthomonas campestris pv. campestris (strain 8004)
3124,XC_3206,XC_3206,Uncharacterized protein,A0A0H2XBU5,GO:0003677; GO:0004803; GO:0006313,,,Xanthomonas campestris pv. campestris (strain 8004)
3125,XC_3207,XC_3207,Uncharacterized protein,A0A0H2X9W5,GO:0004866,,K06894,Xanthomonas campestris pv. campestris (strain 8004)
3126,XC_3208,XC_3208,Inosine-uridine preferring nucleoside hydrolase,A0A0H2XAA9,GO:0016798; GO:0008152,,,Xanthomonas campestris pv. campestris (strain 8004)
3127,XC_3209,XC_3209,TonB-dependent receptor,A0A0H2XBT2,GO:0009279; GO:0004872; GO:0006810,,K02014,Xanthomonas campestris pv. campestris (strain 8004)
3128,XC_3210,XC_3210,Uncharacterized protein,A0A0H2XA78,GO:0016853; GO:0019629,,K09788,Xanthomonas campestris pv. campestris (strain 8004)
3129,XC_3211,XC_3211,Uncharacterized protein,A0A0H2XBV0,,,K19092,Xanthomonas campestris pv. campestris (strain 8004)
3130,XC_3212,XC_3212,Uncharacterized protein,A0A0H2X9W9,GO:0006355,,K07746,Xanthomonas campestris pv. campestris (strain 8004)
3131,XC_3213,XC_3213,Aconitate hydratase 1,A0A0H2XAB5,GO:0019679,,K20455,Xanthomonas campestris pv. campestris (strain 8004)
3132,XC_3214,XC_3214,Citrate synthase,A0A0H2XBT7,GO:0005737; GO:0046912; GO:0006099,,K01659,Xanthomonas campestris pv. campestris (strain 8004)
3133,prpB,XC_3215,2-methylisocitrate lyase,A0A0H2XA83,GO:0000287; GO:0046421; GO:0019629,4.1.3.30,K03417,Xanthomonas campestris pv. campestris (strain 8004)
3134,XC_3216,XC_3216,Propionate catabolism regulatory protein,A0A0H2XBV5,GO:0005737; GO:0005524; GO:0000156; GO:0043565; GO:0019629; GO:0006355; GO:0006351,,K02688,Xanthomonas campestris pv. campestris (strain 8004)
3135,XC_3217,XC_3217,Uncharacterized protein,A0A0H2X9X3,,,,Xanthomonas campestris pv. campestris (strain 8004)
3136,XC_3218,XC_3218,Uncharacterized protein,A0A0H2XAB9,,,,Xanthomonas campestris pv. campestris (strain 8004)
3137,XC_3219,XC_3219,Uncharacterized protein,A0A0H2XBU3,GO:0016818; GO:0003676; GO:0008270,,,Xanthomonas campestris pv. campestris (strain 8004)
3138,XC_3220,XC_3220,Uncharacterized protein,A0A0H2XA88,,,,Xanthomonas campestris pv. campestris (strain 8004)
3139,XC_3221,XC_3221,Type IV fimbriae assembly protein,A0A0H2XBW0,GO:0035438,,K02676,Xanthomonas campestris pv. campestris (strain 8004)
3140,XC_3222,XC_3222,DNA polymerase III delta' subunit,A0A0H2X9X7,,,K02341,Xanthomonas campestris pv. campestris (strain 8004)
3141,XC_3223,XC_3223,Uncharacterized protein,A0A0H2XAC3,GO:0003676,,K07082,Xanthomonas campestris pv. campestris (strain 8004)
3142,XC_3224,XC_3224,Anthranilate synthase component I,A0A0H2XBU7,GO:0016833; GO:0009058,,K01657,Xanthomonas campestris pv. campestris (strain 8004)
3143,XC_3225,XC_3225,3-oxoacyl-[acyl-carrier-protein] synthase 2,A0A0H2XA94,GO:0033817; GO:0006633,2.3.1.179,K09458,Xanthomonas campestris pv. campestris (strain 8004)
3144,acpP,XC_3226,Acyl carrier protein,Q4URQ3,GO:0005737; GO:0000036,,K02078,Xanthomonas campestris pv. campestris (strain 8004)
3145,XC_3227,XC_3227,3-oxoacyl-[ACP] reductase,A0A0H2XBW6,GO:0004316; GO:0051287; GO:0006633,,K00059,Xanthomonas campestris pv. campestris (strain 8004)
3146,XC_3228,XC_3228,Malonyl CoA-acyl carrier protein transacylase,A0A0H2X9Y1,GO:0004314; GO:0008152,2.3.1.39,K00645,Xanthomonas campestris pv. campestris (strain 8004)
3147,fabH,XC_3229,3-oxoacyl-[acyl-carrier-protein] synthase 3,Q4URQ0,GO:0005737; GO:0004315; GO:0033818; GO:0006633,2.3.1.180,K00648,Xanthomonas campestris pv. campestris (strain 8004)
3148,rpmF,XC_3230,50S ribosomal protein L32,Q4URP9,GO:0015934; GO:0003735; GO:0006412,,K02911,Xanthomonas campestris pv. campestris (strain 8004)
3149,XC_3231,XC_3231,Uncharacterized protein,A0A0H2XAC8,,,K07040,Xanthomonas campestris pv. campestris (strain 8004)
3150,XC_3232,XC_3232,Maf-like protein XC_3232,Q4URP7,GO:0005737,,K06287,Xanthomonas campestris pv. campestris (strain 8004)
3151,XC_3233,XC_3233,Uncharacterized protein,A0A0H2XBV1,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
3152,XC_3234,XC_3234,Uncharacterized protein,A0A0H2XA99,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
3153,XC_3235,XC_3235,Uncharacterized protein,A0A0H2XBX0,,,,Xanthomonas campestris pv. campestris (strain 8004)
3154,XC_3236,XC_3236,Uncharacterized protein,A0A0H2X9Y6,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
3155,XC_3237,XC_3237,Methanol dehydrogenase regulator,A0A0H2XAD3,GO:0005524; GO:0016887,,K03924,Xanthomonas campestris pv. campestris (strain 8004)
3156,XC_3238,XC_3238,Uncharacterized protein,A0A0H2XBV6,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
3157,XC_3239,XC_3239,Uncharacterized protein,A0A0H2XAA4,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
3158,XC_3240,XC_3240,Outer membrane protein Slp,A0A0H2XBX5,GO:0019867,,K07285,Xanthomonas campestris pv. campestris (strain 8004)
3159,XC_3241,XC_3241,Histidine triad protein homolog (HIT-like protein),A0A0H2X9Z1,GO:0003824,,,Xanthomonas campestris pv. campestris (strain 8004)
3160,recR,XC_3242,Recombination protein RecR,Q4URN7,GO:0003677; GO:0046872; GO:0006310; GO:0006281,,K06187,Xanthomonas campestris pv. campestris (strain 8004)
3161,XC_3243,XC_3243,Nucleoid-associated protein XC_3243,Q4URN6,GO:0043590; GO:0005737; GO:0003677,,K09747,Xanthomonas campestris pv. campestris (strain 8004)
3162,XC_3244,XC_3244,DNA polymerase III tau and gamma subunits,A0A0H2XAD7,GO:0009360; GO:0005524; GO:0003677; GO:0003887; GO:0006260,,K02343,Xanthomonas campestris pv. campestris (strain 8004)
3163,XC_3245,XC_3245,Molybdopterin-converting factor chain 2,A0A0H2XBW4,GO:0006777,,K03635,Xanthomonas campestris pv. campestris (strain 8004)
3164,XC_3246,XC_3246,Molybdopterin-converting factor chain 1,A0A0H2XAB0,,,K03636,Xanthomonas campestris pv. campestris (strain 8004)
3165,moaC,XC_3247,Cyclic pyranopterin monophosphate synthase accessory protein,Q4URN2,GO:0006777,,K03637,Xanthomonas campestris pv. campestris (strain 8004)
3166,XC_3248,XC_3248,Uncharacterized protein,A0A0H2XBY0,,,,Xanthomonas campestris pv. campestris (strain 8004)
3167,moaA,XC_3249,"GTP 3',8-cyclase",Q4URN0,GO:0019008; GO:0051539; GO:0061798; GO:0005525; GO:0046872; GO:0006777,4.1.99.22,K03639,Xanthomonas campestris pv. campestris (strain 8004)
3168,XC_3250,XC_3250,Uncharacterized protein,A0A0H2X9Z5,,,,Xanthomonas campestris pv. campestris (strain 8004)
3169,kdkA,XC_3251,3-deoxy-D-manno-octulosonic acid kinase,Q4URM8,GO:0005886; GO:0005524; GO:0016301; GO:0016773; GO:0009244,2.7.1.166,K11211,Xanthomonas campestris pv. campestris (strain 8004)
3170,XC_3252,XC_3252,Saccharide biosynthesis regulatory protein,A0A0H2XAE2,GO:0016757; GO:0008152,,K12982,Xanthomonas campestris pv. campestris (strain 8004)
3171,XC_3253,XC_3253,Uncharacterized protein,A0A0H2XBW8,,,,Xanthomonas campestris pv. campestris (strain 8004)
3172,XC_3254,XC_3254,Protein phosphatase,A0A0H2XAB4,GO:0004722,,K20074,Xanthomonas campestris pv. campestris (strain 8004)
3173,XC_3255,XC_3255,DNA polymerase III epsilon chain,A0A0H2XBY7,GO:0003677; GO:0003887; GO:0006260,,K02342,Xanthomonas campestris pv. campestris (strain 8004)
3174,rnhA,XC_3256,Ribonuclease H,Q4URM3,GO:0005737; GO:0000287; GO:0003676; GO:0004523; GO:0006401,3.1.26.4,K03469,Xanthomonas campestris pv. campestris (strain 8004)
3175,XC_3257,XC_3257,Uncharacterized protein,A0A0H2XA01,,,,Xanthomonas campestris pv. campestris (strain 8004)
3176,gloB,XC_3258,Hydroxyacylglutathione hydrolase,Q4URM1,GO:0004416; GO:0046872; GO:0019243,3.1.2.6,K01069,Xanthomonas campestris pv. campestris (strain 8004)
3177,XC_3259,XC_3259,Murein hydrolase D,A0A0H2XAE7,GO:0016787,,K08307,Xanthomonas campestris pv. campestris (strain 8004)
3178,XC_3260,XC_3260,Uncharacterized protein,A0A0H2XBX2,,,,Xanthomonas campestris pv. campestris (strain 8004)
3179,XC_3261,XC_3261,Peptidylprolyl isomerase,A0A0H2XAC0,GO:0016021; GO:0003755,5.2.1.8,K03770,Xanthomonas campestris pv. campestris (strain 8004)
3180,XC_3262,XC_3262,Histone-like protein,A0A0H2XBZ2,GO:0003677; GO:0030261,,K03530,Xanthomonas campestris pv. campestris (strain 8004)
3181,lon,XC_3263,Lon protease,A0A0H2XA06,GO:0005737; GO:0005524; GO:0004176; GO:0043565; GO:0004252; GO:0033554; GO:0006515,3.4.21.53,K01338,Xanthomonas campestris pv. campestris (strain 8004)
3182,clpX,XC_3264,ATP-dependent Clp protease ATP-binding subunit ClpX,Q4URL5,GO:0005524; GO:0008270; GO:0006457,,K03544,Xanthomonas campestris pv. campestris (strain 8004)
3183,clpP,XC_3265,ATP-dependent Clp protease proteolytic subunit,Q4URL4,GO:0005737; GO:0004252,3.4.21.92,K01358,Xanthomonas campestris pv. campestris (strain 8004)
3184,tig,XC_3266,Trigger factor,Q4URL3,GO:0005737; GO:0003755; GO:0007049; GO:0051301; GO:0006457; GO:0015031,5.2.1.8,K03545,Xanthomonas campestris pv. campestris (strain 8004)
3185,XC_3267,XC_3267,Uncharacterized protein,A0A0H2XAF2,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
3186,XC_3268,XC_3268,Isocitrate dehydrogenase,A0A0H2XBX7,GO:0000287; GO:0051287; GO:0016616,,K00030,Xanthomonas campestris pv. campestris (strain 8004)
3187,XC_3269,XC_3269,Alkyl hydroperoxide reductase AhpD,A0A0H2XAC5,GO:0004601; GO:0051920,1.11.1.15,,Xanthomonas campestris pv. campestris (strain 8004)
3188,XC_3270,XC_3270,Glutaredoxin,A0A0H2XBZ8,GO:0005623; GO:0009055; GO:0015035; GO:0045454,,K03676,Xanthomonas campestris pv. campestris (strain 8004)
3189,XC_3271,XC_3271,Putative beta-barrel assembly-enhancing protease,A0A0H2XA11,GO:0016020; GO:0042597; GO:0004222; GO:0008270; GO:0061077,3.4.-.-,,Xanthomonas campestris pv. campestris (strain 8004)
3190,XC_3272,XC_3272,Two-component system regulatory protein,A0A0H2XAF7,GO:0005622; GO:0003677; GO:0000156; GO:0006817; GO:0006355; GO:0006351,,K07657,Xanthomonas campestris pv. campestris (strain 8004)
3191,XC_3273,XC_3273,Two-component system sensor protein,A0A0H2XBY2,GO:0016021; GO:0005622; GO:0005524; GO:0000155,,K07636,Xanthomonas campestris pv. campestris (strain 8004)
3192,ppk,XC_3274,Polyphosphate kinase,A0A0H2XAC9,GO:0009358; GO:0005524; GO:0046872; GO:0008976; GO:0006799,2.7.4.1,K00937,Xanthomonas campestris pv. campestris (strain 8004)
3193,XC_3275,XC_3275,Exopolyphosphatase,A0A0H2XC02,GO:0004309; GO:0006793,,K01524,Xanthomonas campestris pv. campestris (strain 8004)
3194,XC_3276,XC_3276,Glycosyl transferase,A0A0H2XA16,GO:0016740,,,Xanthomonas campestris pv. campestris (strain 8004)
3195,XC_3277,XC_3277,Uncharacterized protein,A0A0H2XAG3,GO:0016021,,K19302,Xanthomonas campestris pv. campestris (strain 8004)
3196,lpxH,XC_3278,"UDP-2,3-diacylglucosamine hydrolase",Q4URK1,GO:0005737; GO:0016462; GO:0009245,3.6.1.54,K03269,Xanthomonas campestris pv. campestris (strain 8004)
3197,XC_3279,XC_3279,Uncharacterized protein,A0A0H2XBY5,,,,Xanthomonas campestris pv. campestris (strain 8004)
3198,XC_3280,XC_3280,Peptidyl-Asp metalloendopeptidase,A0A0H2XAD4,GO:0008237,,,Xanthomonas campestris pv. campestris (strain 8004)
3199,XC_3281,XC_3281,Uncharacterized protein,A0A0H2XC07,,,,Xanthomonas campestris pv. campestris (strain 8004)
3200,purF,XC_3282,Amidophosphoribosyltransferase,A0A0H2XA22,GO:0004044; GO:0000287; GO:0006189; GO:0006541; GO:0009116; GO:0009113,2.4.2.14,K00764,Xanthomonas campestris pv. campestris (strain 8004)
3201,XC_3283,XC_3283,Colicin V production protein,A0A0H2XAG8,GO:0016021; GO:0009403,,K03558,Xanthomonas campestris pv. campestris (strain 8004)
3202,XC_3284,XC_3284,Uncharacterized protein,A0A0H2XBZ0,GO:0016021; GO:0042834,,,Xanthomonas campestris pv. campestris (strain 8004)
3203,XC_3285,XC_3285,Folylpolyglutamate synthase/dihydrofolate synthase,A0A0H2XAD8,GO:0005524; GO:0004326,,K11754,Xanthomonas campestris pv. campestris (strain 8004)
3204,XC_3286,XC_3286,Uncharacterized protein,A0A0H2XC12,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
3205,XC_3287,XC_3287,Phosphoglycerate mutase,A0A0H2XA29,GO:0003824; GO:0008152,,K15634,Xanthomonas campestris pv. campestris (strain 8004)
3206,XC_3288,XC_3288,Non-hemolytic phospholipase C,A0A0H2XAH3,GO:0034480; GO:0016042,,K01114,Xanthomonas campestris pv. campestris (strain 8004)
3207,XC_3289,XC_3289,TonB-dependent receptor,A0A0H2XBZ5,GO:0009279; GO:0004872; GO:0006810,,,Xanthomonas campestris pv. campestris (strain 8004)
3208,tdh,XC_3290,L-threonine 3-dehydrogenase,Q4URI9,GO:0005737; GO:0008743; GO:0008270; GO:0019518,1.1.1.103,K00060,Xanthomonas campestris pv. campestris (strain 8004)
3209,XC_3291,XC_3291,Uncharacterized protein,A0A0H2XAE3,,,,Xanthomonas campestris pv. campestris (strain 8004)
3210,cysA,XC_3292,Sulfate/thiosulfate import ATP-binding protein CysA,A0A0H2XC16,GO:0043190; GO:0005524; GO:0015419,3.6.3.25,K02045,Xanthomonas campestris pv. campestris (strain 8004)
3211,XC_3293,XC_3293,ABC transporter sulfate permease,A0A0H2XA34,GO:0016021; GO:0015419,,K02047,Xanthomonas campestris pv. campestris (strain 8004)
3212,XC_3294,XC_3294,ABC transporter sulfate permease,A0A0H2XAH8,GO:0016021; GO:0015419,,K02046,Xanthomonas campestris pv. campestris (strain 8004)
3213,XC_3295,XC_3295,ABC transporter sulfate binding protein,A0A0H2XC01,GO:0030288; GO:0015419; GO:0008271,,K02048,Xanthomonas campestris pv. campestris (strain 8004)
3214,kbl,XC_3296,2-amino-3-ketobutyrate coenzyme A ligase,A0A0H2XAE9,GO:0008890; GO:0016874; GO:0030170; GO:0009058; GO:0019518,2.3.1.29,K00639,Xanthomonas campestris pv. campestris (strain 8004)
3215,XC_3297,XC_3297,Uncharacterized protein,A0A0H2XC21,,,,Xanthomonas campestris pv. campestris (strain 8004)
3216,XC_3298,XC_3298,Pseudouridine synthase,A0A0H2XA41,GO:0009982; GO:0003723; GO:0001522,5.4.99.-,K06178,Xanthomonas campestris pv. campestris (strain 8004)
3217,XC_3299,XC_3299,Uncharacterized protein,A0A0H2XAI3,,,,Xanthomonas campestris pv. campestris (strain 8004)
3218,XC_3300,XC_3300,Outer membrane protein,A0A0H2XC06,GO:0009279; GO:0016021; GO:0005509,,K03286,Xanthomonas campestris pv. campestris (strain 8004)
3219,XC_3301,XC_3301,Oxidoreductase,A0A0H2XAF4,GO:0016491; GO:0008270,,K00344,Xanthomonas campestris pv. campestris (strain 8004)
3220,XC_3302,XC_3302,"2,4-dienoyl-CoA reductase",A0A0H2XC25,GO:0010181; GO:0016491,,K00219,Xanthomonas campestris pv. campestris (strain 8004)
3221,XC_3303,XC_3303,Uncharacterized protein,A0A0H2XA46,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
3222,XC_3304,XC_3304,Uncharacterized protein,A0A0H2XAI8,,,,Xanthomonas campestris pv. campestris (strain 8004)
3223,XC_3305,XC_3305,Uncharacterized protein,A0A0H2XC10,GO:0016787,,,Xanthomonas campestris pv. campestris (strain 8004)
3224,XC_3306,XC_3306,Glutathione S-transferase,A0A0H2XAF9,GO:0016740,,K00799,Xanthomonas campestris pv. campestris (strain 8004)
3225,mdh,XC_3307,Malate dehydrogenase,Q4URH2,GO:0030060; GO:0005975; GO:0006108; GO:0006099,1.1.1.37,K00024,Xanthomonas campestris pv. campestris (strain 8004)
3226,XC_3308,XC_3308,Peptidyl-prolyl cis-trans isomerase,A0A0H2XC30,GO:0003755; GO:0006457,5.2.1.8,K03768,Xanthomonas campestris pv. campestris (strain 8004)
3227,XC_3309,XC_3309,GTP-binding elongation factor protein,A0A0H2XA51,GO:0005525; GO:0003924; GO:0003746,,K06207,Xanthomonas campestris pv. campestris (strain 8004)
3228,XC_3310,XC_3310,Uncharacterized protein,A0A0H2XAJ3,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
3229,XC_3311,XC_3311,Glu-tRNAGln amidotransferase A subunit,A0A0H2XC15,GO:0004040; GO:0016740,,K01426,Xanthomonas campestris pv. campestris (strain 8004)
3230,XC_3312,XC_3312,Membrane protein,A0A0H2XAG4,GO:0016021; GO:0055085,,,Xanthomonas campestris pv. campestris (strain 8004)
3231,XC_3313,XC_3313,Phospho-2-dehydro-3-deoxyheptonate aldolase,A0A0H2XC66,GO:0003849; GO:0009073,2.5.1.54,K01626,Xanthomonas campestris pv. campestris (strain 8004)
3232,dsbB,XC_3314,Disulfide bond formation protein B,Q4URG5,GO:0016021; GO:0005886; GO:0009055; GO:0015035,,K03611,Xanthomonas campestris pv. campestris (strain 8004)
3233,rplQ,XC_3315,50S ribosomal protein L17,Q4URG4,GO:0005840; GO:0003735; GO:0006412,,K02879,Xanthomonas campestris pv. campestris (strain 8004)
3234,rpoA,XC_3316,DNA-directed RNA polymerase subunit alpha,Q4URG3,GO:0003677; GO:0003899; GO:0006351,2.7.7.6,K03040,Xanthomonas campestris pv. campestris (strain 8004)
3235,rpsD,XC_3317,30S ribosomal protein S4,Q4URG2,GO:0015935; GO:0019843; GO:0003735; GO:0006412,,K02986,Xanthomonas campestris pv. campestris (strain 8004)
3236,rpsK,XC_3318,30S ribosomal protein S11,Q4URG1,GO:0005840; GO:0019843; GO:0003735; GO:0006412,,K02948,Xanthomonas campestris pv. campestris (strain 8004)
3237,rpsM,XC_3319,30S ribosomal protein S13,Q4URG0,GO:0005840; GO:0019843; GO:0003735; GO:0000049; GO:0006412,,K02952,Xanthomonas campestris pv. campestris (strain 8004)
3238,secY,XC_3320,Protein translocase subunit SecY,A0A0H2XA57,GO:0016021; GO:0005622; GO:0005886; GO:0065002; GO:0006605; GO:0043952,,K03076,Xanthomonas campestris pv. campestris (strain 8004)
3239,rplO,XC_3321,50S ribosomal protein L15,Q4URF8,GO:0015934; GO:0019843; GO:0003735; GO:0006412,,K02876,Xanthomonas campestris pv. campestris (strain 8004)
3240,rpmD,XC_3322,50S ribosomal protein L30,Q4URF7,GO:0015934; GO:0003735; GO:0006412,,K02907,Xanthomonas campestris pv. campestris (strain 8004)
3241,rpsE,XC_3323,30S ribosomal protein S5,Q4URF6,GO:0015935; GO:0019843; GO:0003735; GO:0006412,,K02988,Xanthomonas campestris pv. campestris (strain 8004)
3242,rplR,XC_3324,50S ribosomal protein L18,Q4URF5,GO:0005840; GO:0019843; GO:0003735; GO:0006412,,K02881,Xanthomonas campestris pv. campestris (strain 8004)
3243,rplF,XC_3325,50S ribosomal protein L6,Q4URF4,GO:0005840; GO:0019843; GO:0003735; GO:0006412,,K02933,Xanthomonas campestris pv. campestris (strain 8004)
3244,rpsH,XC_3326,30S ribosomal protein S8,Q4URF3,GO:0005840; GO:0019843; GO:0003735; GO:0006412,,K02994,Xanthomonas campestris pv. campestris (strain 8004)
3245,rpsN,XC_3327,30S ribosomal protein S14,Q4URF2,GO:0005840; GO:0019843; GO:0003735; GO:0006412,,K02954,Xanthomonas campestris pv. campestris (strain 8004)
3246,rplE,XC_3328,50S ribosomal protein L5,Q4URF1,GO:0005840; GO:0019843; GO:0003735; GO:0000049; GO:0006412,,K02931,Xanthomonas campestris pv. campestris (strain 8004)
3247,rplX,XC_3329,50S ribosomal protein L24,Q4URF0,GO:0005840; GO:0019843; GO:0003735; GO:0006412,,K02895,Xanthomonas campestris pv. campestris (strain 8004)
3248,rplN,XC_3330,50S ribosomal protein L14,Q4URE9,GO:0015934; GO:0019843; GO:0003735; GO:0006412,,K02874,Xanthomonas campestris pv. campestris (strain 8004)
3249,rpsQ,XC_3331,30S ribosomal protein S17,Q4URE8,GO:0005840; GO:0019843; GO:0003735; GO:0006412,,K02961,Xanthomonas campestris pv. campestris (strain 8004)
3250,rpmC,XC_3332,50S ribosomal protein L29,Q4URE7,GO:0005840; GO:0003735; GO:0006412,,K02904,Xanthomonas campestris pv. campestris (strain 8004)
3251,rplP,XC_3333,50S ribosomal protein L16,Q4URE6,GO:0005840; GO:0019843; GO:0003735; GO:0000049; GO:0006412,,K02878,Xanthomonas campestris pv. campestris (strain 8004)
3252,rpsC,XC_3334,30S ribosomal protein S3,Q4URE5,GO:0015935; GO:0003729; GO:0019843; GO:0003735; GO:0006412,,K02982,Xanthomonas campestris pv. campestris (strain 8004)
3253,rplV,XC_3335,50S ribosomal protein L22,Q4URE4,GO:0015934; GO:0019843; GO:0003735; GO:0006412,,K02890,Xanthomonas campestris pv. campestris (strain 8004)
3254,rpsS,XC_3336,30S ribosomal protein S19,Q4URE3,GO:0015935; GO:0019843; GO:0003735; GO:0006412,,K02965,Xanthomonas campestris pv. campestris (strain 8004)
3255,rplB,XC_3337,50S ribosomal protein L2,Q4URE2,GO:0015934; GO:0019843; GO:0003735; GO:0016740; GO:0006412,,K02886,Xanthomonas campestris pv. campestris (strain 8004)
3256,rplW,XC_3338,50S ribosomal protein L23,Q4URE1,GO:0005840; GO:0000166; GO:0019843; GO:0003735; GO:0006412,,K02892,Xanthomonas campestris pv. campestris (strain 8004)
3257,rplD,XC_3339,50S ribosomal protein L4,Q4URE0,GO:0005840; GO:0019843; GO:0003735; GO:0006412,,K02926,Xanthomonas campestris pv. campestris (strain 8004)
3258,rplC,XC_3340,50S ribosomal protein L3,Q4URD9,GO:0005840; GO:0019843; GO:0003735; GO:0006412,,K02906,Xanthomonas campestris pv. campestris (strain 8004)
3259,rpsJ,XC_3341,30S ribosomal protein S10,Q4URD8,GO:0005840; GO:0003735; GO:0000049; GO:0006412,,K02946,Xanthomonas campestris pv. campestris (strain 8004)
3260,tuf1,XC_3342,Elongation factor Tu 1,Q4URD7,GO:0005737; GO:0005525; GO:0003924; GO:0003746,,K02358,Xanthomonas campestris pv. campestris (strain 8004)
3261,fusA,XC_3343,Elongation factor G,Q4URD6,GO:0005737; GO:0005525; GO:0003924; GO:0003746,,K02355,Xanthomonas campestris pv. campestris (strain 8004)
3262,rpsG,XC_3344,30S ribosomal protein S7,Q4URD5,GO:0015935; GO:0019843; GO:0003735; GO:0000049; GO:0006412,,K02992,Xanthomonas campestris pv. campestris (strain 8004)
3263,rpsL,XC_3345,30S ribosomal protein S12,Q4URD4,GO:0015935; GO:0019843; GO:0003735; GO:0000049; GO:0006412,,K02950,Xanthomonas campestris pv. campestris (strain 8004)
3264,rpoC,XC_3346,DNA-directed RNA polymerase subunit beta',Q4URD3,GO:0003677; GO:0003899; GO:0006351,2.7.7.6,K03046,Xanthomonas campestris pv. campestris (strain 8004)
3265,rpoB,XC_3347,DNA-directed RNA polymerase subunit beta,Q4URD2,GO:0003677; GO:0003899; GO:0032549; GO:0006351,2.7.7.6,K03043,Xanthomonas campestris pv. campestris (strain 8004)
3266,rplL,XC_3348,50S ribosomal protein L7/L12,Q4URD1,GO:0005840; GO:0003735; GO:0006412,,K02935,Xanthomonas campestris pv. campestris (strain 8004)
3267,rplJ,XC_3349,50S ribosomal protein L10,Q4URD0,GO:0005840; GO:0070180; GO:0003735; GO:0042254; GO:0006412,,K02864,Xanthomonas campestris pv. campestris (strain 8004)
3268,rplA,XC_3350,50S ribosomal protein L1,Q4URC9,GO:0015934; GO:0019843; GO:0003735; GO:0000049; GO:0006417; GO:0006412,,K02863,Xanthomonas campestris pv. campestris (strain 8004)
3269,rplK,XC_3351,50S ribosomal protein L11,Q4URC8,GO:0005840; GO:0070180; GO:0003735; GO:0006412,,K02867,Xanthomonas campestris pv. campestris (strain 8004)
3270,nusG,XC_3352,Transcription termination/antitermination protein NusG,A0A0H2XAJ8,GO:0006354; GO:0006353; GO:0032784; GO:0031564,,K02601,Xanthomonas campestris pv. campestris (strain 8004)
3271,secE,XC_3353,Protein translocase subunit SecE,A0A0H2XC20,GO:0016021; GO:0005622; GO:0005886; GO:0015450; GO:0065002; GO:0009306; GO:0006605; GO:0043952,,K03073,Xanthomonas campestris pv. campestris (strain 8004)
3272,tuf2,XC_3354,Elongation factor Tu 2,Q4URC5,GO:0005737; GO:0005525; GO:0003924; GO:0003746,,K02358,Xanthomonas campestris pv. campestris (strain 8004)
3273,ychF,XC_3355,Ribosome-binding ATPase YchF,A0A0H2XAG9,GO:0005524; GO:0016887; GO:0005525; GO:0043023; GO:0043022,,K06942,Xanthomonas campestris pv. campestris (strain 8004)
3274,pth,XC_3356,Peptidyl-tRNA hydrolase,Q4URC3,GO:0005737; GO:0004045; GO:0006412,3.1.1.29,K01056,Xanthomonas campestris pv. campestris (strain 8004)
3275,rplY,XC_3357,50S ribosomal protein L25,Q4URC2,GO:0005840; GO:0008097; GO:0003735; GO:0006412,,K02897,Xanthomonas campestris pv. campestris (strain 8004)
3276,prs,XC_3358,Ribose-phosphate pyrophosphokinase,A0A0H2XC71,GO:0005737; GO:0005524; GO:0016301; GO:0000287; GO:0004749; GO:0006015; GO:0009116; GO:0009165; GO:0009156,2.7.6.1,K00948,Xanthomonas campestris pv. campestris (strain 8004)
3277,ispE,XC_3359,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,Q4URC0,GO:0050515; GO:0005524; GO:0019288; GO:0016114,2.7.1.148,K00919,Xanthomonas campestris pv. campestris (strain 8004)
3278,lolB,XC_3360,Outer-membrane lipoprotein LolB,Q4URB9,GO:0009279; GO:0008565,,K02494,Xanthomonas campestris pv. campestris (strain 8004)
3279,XC_3361,XC_3361,Uncharacterized protein,A0A0H2XA62,,,,Xanthomonas campestris pv. campestris (strain 8004)
3280,hemA,XC_3362,Glutamyl-tRNA reductase,Q4URB7,GO:0008883; GO:0050661; GO:0006782,1.2.1.70,K02492,Xanthomonas campestris pv. campestris (strain 8004)
3281,prfA,XC_3363,Peptide chain release factor 1,Q4URB6,GO:0005737; GO:0016149,,K02835,Xanthomonas campestris pv. campestris (strain 8004)
3282,XC_3364,XC_3364,Uncharacterized protein,A0A0H2XAK3,,,,Xanthomonas campestris pv. campestris (strain 8004)
3283,XC_3365,XC_3365,Molybdenum cofactor biosynthesis protein B,A0A0H2XC24,GO:0006777,,K03638,Xanthomonas campestris pv. campestris (strain 8004)
3284,XC_3366,XC_3366,Transcriptional regulator,A0A0H2XAH5,GO:0008976,,,Xanthomonas campestris pv. campestris (strain 8004)
